"type","name","time_units","begin_time","frequency","count","units"
"signal","Ultium EMG-FLEX.CAPR.U RT","s",428.98000,2000,22000,"uV"

"time","value"
429.03750,-1.810881161
429.03800,-4.862825238
429.03850,-8.219963722
429.03900,-10.35632458
429.03950,-10.66151898
429.04000,-10.96671339
429.04050,-11.2719078
429.04100,-10.96671339
429.04150,-10.05113017
429.04200,-7.914769315
429.04250,-3.947242015
429.04300,0.6306741009
429.04350,4.293006993
429.04400,5.818979032
429.04450,6.429367847
429.04500,9.176117517
429.04550,15.28000567
429.04600,22.29947705
429.04650,25.04622672
429.04700,22.90986586
429.04750,18.63714416
429.04800,15.89039449
429.04850,14.05922804
429.04900,10.70208956
429.04950,5.208590216
429.05000,0.6306741009
429.05050,-0.5901035299
429.05100,-0.2849091222
429.05150,0.02028528547
429.05200,-0.2849091222
429.05250,-1.505686753
429.05300,-3.336853199
429.05350,-5.473214053
429.05400,-6.693991684
429.05450,-6.693991684
429.05500,-6.693991684
429.05550,-6.999186092
429.05600,-7.304380499
429.05650,-7.304380499
429.05700,-7.304380499
429.05750,-6.999186092
429.05800,-5.778408461
429.05850,-3.947242015
429.05900,-0.5901035299
429.05950,3.682618178
429.06000,8.870923109
429.06050,11.61767278
429.06100,9.176117517
429.06150,3.072229362
429.06200,-0.5901035299
429.06250,0.02028528547
429.06300,2.461840547
429.06350,2.461840547
429.06400,0.02028528547
429.06450,-2.421269976
429.06500,-3.031658792
429.06550,-3.642047607
429.06600,-5.778408461
429.06650,-7.914769315
429.06700,-6.083602869
429.06750,0.02028528547
429.06800,6.734562255
429.06850,9.481311924
429.06900,8.565728701
429.06950,6.124173439
429.07000,4.598201401
429.07050,3.072229362
429.07100,0.6306741009
429.07150,-1.810881161
429.07200,-3.642047607
429.07250,-4.252436422
429.07300,-4.252436422
429.07350,-3.947242015
429.07400,-3.336853199
429.07450,-2.421269976
429.07500,-1.200492345
429.07550,0.02028528547
429.07600,1.241062916
429.07650,0.3254796932
429.07700,-1.200492345
429.07750,-3.031658792
429.07800,-3.336853199
429.07850,-3.947242015
429.07900,-4.862825238
429.07950,-5.168019645
429.08000,-4.252436422
429.08050,-3.336853199
429.08100,-3.642047607
429.08150,-4.252436422
429.08200,-3.947242015
429.08250,-3.031658792
429.08300,-3.031658792
429.08350,-2.726464384
429.08400,-0.8952979376
429.08450,0.6306741009
429.08500,0.9358685086
429.08550,0.3254796932
429.08600,1.241062916
429.08650,3.072229362
429.08700,2.461840547
429.08750,0.02028528547
429.08800,-0.5901035299
429.08850,0.3254796932
429.08900,0.3254796932
429.08950,-2.421269976
429.09000,-5.168019645
429.09050,-3.947242015
429.09100,0.02028528547
429.09150,1.851451732
429.09200,0.6306741009
429.09250,-0.8952979376
429.09300,-0.8952979376
429.09350,0.3254796932
429.09400,1.546257324
429.09450,1.241062916
429.09500,0.3254796932
429.09550,0.6306741009
429.09600,0.6306741009
429.09650,-0.5901035299
429.09700,-3.642047607
429.09750,-4.55763083
429.09800,-2.116075568
429.09850,0.02028528547
429.09900,-1.505686753
429.09950,-6.388797276
429.10000,-6.999186092
429.10050,-0.8952979376
429.10100,5.208590216
429.10150,5.818979032
429.10200,2.156646139
429.10250,1.241062916
429.10300,5.818979032
429.10350,11.00728396
429.10400,13.75403363
429.10450,13.14364482
429.10500,11.31247837
429.10550,8.565728701
429.10600,5.513784624
429.10650,3.37742377
429.10700,1.241062916
429.10750,-1.200492345
429.10800,-3.947242015
429.10850,-3.642047607
429.10900,0.02028528547
429.10950,3.682618178
429.11000,3.682618178
429.11050,1.241062916
429.11100,0.02028528547
429.11150,0.02028528547
429.11200,-1.810881161
429.11250,-7.914769315
429.11300,-14.32385188
429.11350,-14.93424069
429.11400,-10.05113017
429.11450,-4.55763083
429.11500,-2.116075568
429.11550,-1.810881161
429.11600,-0.8952979376
429.11650,0.02028528547
429.11700,0.3254796932
429.11750,-0.2849091222
429.11800,-0.8952979376
429.11850,-0.2849091222
429.11900,0.02028528547
429.11950,0.02028528547
429.12000,-0.5901035299
429.12050,-0.8952979376
429.12100,-0.5901035299
429.12150,0.3254796932
429.12200,1.851451732
429.12250,2.461840547
429.12300,1.546257324
429.12350,0.9358685086
429.12400,1.546257324
429.12450,1.851451732
429.12500,0.02028528547
429.12550,-2.116075568
429.12600,-2.116075568
429.12650,-0.8952979376
429.12700,-1.200492345
429.12750,-3.947242015
429.12800,-6.388797276
429.12850,-6.083602869
429.12900,-5.168019645
429.12950,-5.473214053
429.13000,-6.999186092
429.13050,-6.999186092
429.13100,-4.55763083
429.13150,-0.5901035299
429.13200,2.461840547
429.13250,3.682618178
429.13300,2.461840547
429.13350,1.241062916
429.13400,1.241062916
429.13450,1.546257324
429.13500,0.02028528547
429.13550,-3.947242015
429.13600,-7.609574907
429.13650,-11.57710221
429.13700,-16.15501832
429.13750,-19.81735122
429.13800,-19.2069624
429.13850,-14.01865747
429.13900,-8.830352538
429.13950,-6.083602869
429.14000,-3.336853199
429.14050,1.851451732
429.14100,8.260534293
429.14150,11.61767278
429.14200,13.44883922
429.14250,17.41636652
429.14300,23.21506027
429.14350,25.65661553
429.14400,23.82544909
429.14450,19.55272738
429.14500,15.58520008
429.14550,10.70208956
429.14600,6.124173439
429.14650,3.987812586
429.14700,5.208590216
429.14750,6.124173439
429.14800,4.903395809
429.14850,2.767034955
429.14900,2.461840547
429.14950,2.156646139
429.15000,-0.2849091222
429.15050,-3.947242015
429.15100,-5.168019645
429.15150,-3.031658792
429.15200,-0.8952979376
429.15250,-0.8952979376
429.15300,-3.336853199
429.15350,-4.862825238
429.15400,-5.473214053
429.15450,-6.693991684
429.15500,-9.135546946
429.15550,-10.66151898
429.15600,-10.05113017
429.15650,-8.52515813
429.15700,-8.219963722
429.15750,-8.219963722
429.15800,-6.083602869
429.15850,-2.421269976
429.15900,0.02028528547
429.15950,1.241062916
429.16000,3.987812586
429.16050,7.650145478
429.16100,9.176117517
429.16150,7.039756663
429.16200,3.987812586
429.16250,3.37742377
429.16300,4.293006993
429.16350,3.37742377
429.16400,2.156646139
429.16450,2.461840547
429.16500,3.987812586
429.16550,3.987812586
429.16600,1.546257324
429.16650,-0.2849091222
429.16700,0.02028528547
429.16750,0.3254796932
429.16800,0.02028528547
429.16850,-0.5901035299
429.16900,0.02028528547
429.16950,1.546257324
429.17000,1.241062916
429.17050,-1.200492345
429.17100,-3.031658792
429.17150,-2.116075568
429.17200,-0.2849091222
