"type","name","time_units","begin_time","frequency","count","units"
"signal","Ultium EMG-FLEX.CARP.R RT","s",428.98000,2000,22000,"uV"

"time","value"
428.98000,-0.6070333546
428.98050,0.3085498685
428.98100,2.444910722
428.98150,3.665688353
428.98200,2.75010513
428.98250,0.9189386839
428.98300,0.6137442762
428.98350,3.055299538
428.98400,8.853993284
428.98450,15.87346466
428.98500,20.14618637
428.98550,18.62021433
428.98600,15.26307585
428.98650,16.17865907
428.98700,19.23060315
428.98750,15.26307585
428.98800,2.444910722
428.98850,-12.81480966
428.98900,-23.80180834
428.98950,-30.51608531
428.99000,-33.26283498
428.99050,-28.99011327
428.99100,-18.61350341
428.99150,-9.457671178
428.99200,-7.016115916
428.99250,-7.016115916
428.99300,-3.353783024
428.99350,1.834521907
428.99400,5.802049207
428.99450,10.07477091
428.99500,15.56827025
428.99550,18.00982552
428.99600,15.26307585
428.99650,10.68515973
428.99700,4.276077169
428.99750,-10.06805999
428.99800,-31.73686294
428.99850,-46.0810001
428.99900,-44.55502806
428.99950,-35.09400142
429.00000,-29.29530768
429.00050,-26.85375242
429.00100,-25.02258597
429.00150,-29.90569649
429.00200,-39.06152873
429.00250,-33.56802939
429.00300,-3.048588616
429.00350,34.18512912
429.00400,52.19159918
429.00450,50.66562714
429.00500,50.66562714
429.00550,56.46432089
429.00600,51.88640477
429.00650,31.43837945
429.00700,11.60074295
429.00750,6.412438022
429.00800,9.4643821
429.00850,9.159187692
429.00900,6.107243615
429.00950,6.412438022
429.01000,8.853993284
429.01050,8.853993284
429.01100,7.022826838
429.01150,5.802049207
429.01200,4.886465984
429.01250,3.055299538
429.01300,1.529327499
429.01350,2.139716315
429.01400,2.139716315
429.01450,0.003355460754
429.01500,-2.438199801
429.01550,-3.048588616
429.01600,-1.827810985
429.01650,-1.21742217
429.01700,-1.522616578
429.01750,-1.827810985
429.01800,-1.21742217
429.01850,-0.6070333546
429.01900,-0.3018389469
429.01950,-1.522616578
429.02000,-2.743394209
429.02050,-2.743394209
429.02100,-0.6070333546
429.02150,0.6137442762
429.02200,0.003355460754
429.02250,-0.6070333546
429.02300,0.003355460754
429.02350,0.003355460754
429.02400,-0.9122277624
429.02450,-2.743394209
429.02500,-3.048588616
429.02550,-2.438199801
429.02600,-2.438199801
429.02650,-3.658977432
429.02700,-3.658977432
429.02750,-2.743394209
429.02800,-2.133005393
429.02850,-1.827810985
429.02900,-1.21742217
429.02950,-0.6070333546
429.03000,-0.6070333546
429.03050,-0.6070333546
429.03100,-0.6070333546
429.03150,-1.21742217
429.03200,-2.133005393
429.03250,-3.048588616
429.03300,-3.353783024
429.03350,-3.964171839
429.03400,-4.574560655
429.03450,-4.574560655
429.03500,-3.353783024
429.03550,-3.048588616
429.03600,-4.574560655
429.03650,-6.710921509
429.03700,-6.405727101
429.03750,-4.879755062
429.03800,-3.658977432
429.03850,-3.048588616
429.03900,-1.522616578
429.03950,1.224133092
429.04000,3.970882761
429.04050,5.191660392
429.04100,4.276077169
429.04150,2.75010513
429.04200,0.9189386839
429.04250,0.003355460754
429.04300,0.003355460754
429.04350,0.9189386839
429.04400,1.529327499
429.04450,0.9189386839
429.04500,-0.6070333546
429.04550,-2.133005393
429.04600,-1.827810985
429.04650,-0.3018389469
429.04700,0.003355460754
429.04750,-1.21742217
429.04800,-2.743394209
429.04850,-2.743394209
429.04900,-1.827810985
429.04950,-1.21742217
429.05000,-0.9122277624
429.05050,-0.6070333546
429.05100,-1.21742217
429.05150,-3.048588616
429.05200,-4.574560655
429.05250,-3.353783024
429.05300,-1.827810985
429.05350,-1.522616578
429.05400,-3.048588616
429.05450,-3.964171839
429.05500,-3.353783024
429.05550,-2.438199801
429.05600,-1.827810985
429.05650,-0.6070333546
429.05700,0.9189386839
429.05750,2.139716315
429.05800,2.139716315
429.05850,1.224133092
429.05900,0.6137442762
429.05950,0.003355460754
429.06000,-0.3018389469
429.06050,-0.6070333546
429.06100,-0.3018389469
429.06150,0.6137442762
429.06200,2.139716315
429.06250,3.055299538
429.06300,2.75010513
429.06350,1.224133092
429.06400,0.003355460754
429.06450,-0.9122277624
429.06500,-1.522616578
429.06550,-1.522616578
429.06600,-0.6070333546
429.06650,0.6137442762
429.06700,1.529327499
429.06750,0.9189386839
429.06800,0.3085498685
429.06850,0.6137442762
429.06900,1.529327499
429.06950,1.834521907
429.07000,1.224133092
429.07050,0.9189386839
429.07100,1.224133092
429.07150,1.529327499
429.07200,0.9189386839
429.07250,0.003355460754
429.07300,-0.6070333546
429.07350,-0.9122277624
429.07400,-1.21742217
429.07450,-1.21742217
429.07500,-1.522616578
429.07550,-2.133005393
429.07600,-2.743394209
429.07650,-2.438199801
429.07700,-0.6070333546
429.07750,1.224133092
429.07800,2.75010513
429.07850,3.055299538
429.07900,3.055299538
429.07950,3.665688353
429.08000,4.276077169
429.08050,3.970882761
429.08100,2.139716315
429.08150,-0.3018389469
429.08200,-1.827810985
429.08250,-1.522616578
429.08300,0.003355460754
429.08350,1.224133092
429.08400,1.529327499
429.08450,1.224133092
429.08500,1.834521907
429.08550,2.139716315
429.08600,1.529327499
429.08650,0.003355460754
429.08700,-0.6070333546
429.08750,-0.3018389469
429.08800,0.003355460754
429.08850,0.003355460754
429.08900,-0.6070333546
429.08950,-1.21742217
429.09000,-1.827810985
429.09050,-1.522616578
429.09100,-1.21742217
429.09150,-1.522616578
429.09200,-3.048588616
429.09250,-3.964171839
429.09300,-3.658977432
429.09350,-2.743394209
429.09400,-2.438199801
429.09450,-2.438199801
429.09500,-2.438199801
429.09550,-3.048588616
429.09600,-4.269366247
429.09650,-4.574560655
429.09700,-2.438199801
429.09750,0.003355460754
429.09800,0.003355460754
429.09850,-0.9122277624
429.09900,-1.827810985
429.09950,-1.522616578
429.10000,-1.21742217
429.10050,-0.9122277624
429.10100,-0.6070333546
429.10150,0.003355460754
429.10200,0.003355460754
429.10250,-0.6070333546
429.10300,-0.6070333546
429.10350,0.6137442762
429.10400,3.055299538
429.10450,4.581271576
429.10500,3.970882761
429.10550,2.75010513
429.10600,2.139716315
429.10650,2.444910722
429.10700,1.834521907
429.10750,0.3085498685
429.10800,0.003355460754
429.10850,0.3085498685
429.10900,1.529327499
429.10950,1.834521907
429.11000,1.529327499
429.11050,0.6137442762
429.11100,0.003355460754
429.11150,-1.21742217
429.11200,-3.048588616
429.11250,-3.658977432
429.11300,-2.133005393
429.11350,0.003355460754
429.11400,0.9189386839
429.11450,0.3085498685
429.11500,-0.6070333546
429.11550,-1.522616578
429.11600,-2.133005393
429.11650,-1.827810985
429.11700,-0.3018389469
429.11750,0.6137442762
429.11800,0.6137442762
429.11850,0.003355460754
429.11900,-0.3018389469
429.11950,0.9189386839
429.12000,2.444910722
429.12050,2.75010513
429.12100,2.139716315
429.12150,1.224133092
429.12200,-0.3018389469
429.12250,-2.438199801
429.12300,-3.048588616
429.12350,-1.522616578
429.12400,0.3085498685
429.12450,0.6137442762
429.12500,0.003355460754
429.12550,0.6137442762
429.12600,2.75010513
429.12650,4.276077169
429.12700,3.665688353
429.12750,1.529327499
429.12800,0.003355460754
429.12850,-0.3018389469
429.12900,-0.3018389469
429.12950,-0.9122277624
429.13000,-1.827810985
429.13050,-2.743394209
429.13100,-1.827810985
429.13150,0.003355460754
429.13200,1.224133092
429.13250,0.003355460754
429.13300,-1.827810985
429.13350,-2.743394209
429.13400,-2.133005393
429.13450,-0.9122277624
429.13500,0.3085498685
429.13550,1.529327499
429.13600,0.003355460754
429.13650,-3.658977432
429.13700,-5.795338286
429.13750,-3.353783024
429.13800,1.529327499
429.13850,5.191660392
429.13900,5.496854799
429.13950,4.886465984
429.14000,3.970882761
429.14050,2.75010513
429.14100,2.139716315
429.14150,3.970882761
429.14200,5.802049207
429.14250,3.970882761
429.14300,-0.9122277624
429.14350,-3.658977432
429.14400,-0.9122277624
429.14450,2.75010513
429.14500,2.75010513
429.14550,0.003355460754
429.14600,-1.522616578
429.14650,-0.3018389469
429.14700,0.3085498685
429.14750,0.003355460754
429.14800,0.003355460754
429.14850,2.139716315
429.14900,4.581271576
429.14950,5.191660392
429.15000,4.581271576
429.15050,3.665688353
429.15100,2.444910722
429.15150,0.9189386839
429.15200,-0.3018389469
429.15250,-0.9122277624
429.15300,-0.6070333546
429.15350,-0.3018389469
429.15400,-0.3018389469
429.15450,-0.3018389469
429.15500,0.003355460754
429.15550,0.6137442762
429.15600,0.003355460754
429.15650,-0.3018389469
429.15700,0.003355460754
429.15750,0.6137442762
429.15800,0.6137442762
429.15850,-0.3018389469
429.15900,-0.9122277624
429.15950,0.3085498685
429.16000,3.055299538
429.16050,4.886465984
429.16100,4.581271576
429.16150,3.055299538
429.16200,1.224133092
429.16250,0.3085498685
429.16300,0.6137442762
429.16350,1.834521907
429.16400,2.444910722
429.16450,1.834521907
429.16500,1.224133092
429.16550,1.224133092
429.16600,1.224133092
429.16650,1.224133092
429.16700,3.055299538
429.16750,4.886465984
429.16800,3.360493945
429.16850,-0.9122277624
429.16900,-3.048588616
429.16950,-0.3018389469
429.17000,3.360493945
429.17050,3.055299538
429.17100,-0.6070333546
429.17150,-2.133005393
429.17200,-0.3018389469
429.17250,0.003355460754
429.17300,-2.743394209
429.17350,-5.795338286
429.17400,-5.18494947
429.17450,-2.133005393
429.17500,-0.9122277624
429.17550,-2.133005393
429.17600,-3.353783024
429.17650,-3.353783024
429.17700,-3.353783024
429.17750,-3.964171839
429.17800,-3.658977432
429.17850,-2.743394209
429.17900,-1.827810985
429.17950,-2.133005393
429.18000,-2.133005393
429.18050,-1.522616578
429.18100,-1.522616578
429.18150,-2.743394209
429.18200,-3.658977432
429.18250,-2.743394209
429.18300,-1.827810985
429.18350,-2.133005393
429.18400,-2.743394209
429.18450,-1.21742217
429.18500,0.3085498685
429.18550,0.3085498685
429.18600,-0.6070333546
429.18650,0.003355460754
429.18700,2.444910722
