time,Brachiarod, EXt Carp,EXT DIG,Flex CarpU,Flex Carp R
76.98,3.071009195,-5.15902091,21.85899656,-0.2849091222,7.308803607
76.9805,9.174897349,-4.853826502,14.22913637,-0.2849091222,3.036081899
76.981,9.174897349,-4.243437687,-6.218888945,0.02028528547,1.51010986
76.9815,6.122953272,-5.15902091,-17.51108203,1.546257324,-0.6262509935
76.982,3.071009195,-5.464215317,-15.98510999,4.598201401,-11.30805526
76.9825,0.01906511792,-3.633048871,-12.3227771,7.34495107,-24.12622039
76.983,-2.727684551,-0.886299202,-8.050055392,7.650145478,-26.87297006
76.9835,-2.117295736,0.02928402113,-0.1150007913,6.429367847,-23.51583157
76.984,0.3242595256,0.02928402113,2.631748878,7.34495107,-25.04180361
76.9845,0.3242595256,0.6396728365,-6.524083353,10.09170074,-26.26258124
76.985,-3.032878959,1.860450467,-12.93316591,11.31247837,-18.02233223
76.9855,-3.948462182,1.55525606,3.242137693,8.870923109,-12.22363849
76.986,1.850231564,0.3344784288,31.93041202,5.513784624,-25.65219243
76.9865,9.785286164,0.02928402113,39.86546662,4.293006993,-37.85996873
76.987,11.3112582,1.250061652,18.50185808,4.903395809,-8.561305594
76.9875,7.343730903,3.081228098,-5.303305722,6.124173439,59.80224173
76.988,4.291786826,4.912394544,-10.18641625,7.650145478,111.685291
76.9885,3.986592418,6.743560991,-3.777333684,8.565728701,106.8021805
76.989,3.986592418,7.048755398,-1.946167238,7.650145478,67.43210192
76.9895,3.68139801,5.827977767,-4.387722499,4.598201401,36.91266115
76.99,4.902175641,4.912394544,-2.556556053,2.156646139,24.39969044
76.9905,7.343730903,5.827977767,0.1901936164,2.156646139,13.10749735
76.991,7.64892531,7.353949806,-1.335778422,3.37742377,-0.01586217811
76.9915,6.42814768,6.743560991,-5.303305722,3.987812586,-4.288583886
76.992,5.817758864,4.912394544,-4.692916907,3.37742377,-0.3210565858
76.9925,6.733342087,4.302005729,-0.1150007913,2.461840547,-0.01586217811
76.993,5.512564457,4.607200137,3.547332101,2.767034955,-3.067806255
76.9935,1.545037156,4.302005729,5.988887363,3.682618178,-2.762611847
76.994,-1.812101328,2.470839283,7.820053809,3.987812586,0.5945266373
76.9945,-1.812101328,0.02928402113,8.125248217,2.156646139,1.815304268
76.995,0.934648341,-1.496688017,5.683692955,-1.505686753,1.204915453
76.9955,3.68139801,-3.633048871,3.547332101,-5.473214053,2.425693084
76.996,4.902175641,-6.074604133,3.547332101,-6.999186092,2.120498676
76.9965,5.207370049,-7.295381764,2.631748878,-7.304380499,-3.678195071
76.997,4.291786826,-6.684992948,-0.1150007913,-8.52515813,-10.08727763
76.9975,3.376203603,-5.464215317,-2.556556053,-11.57710221,-9.171694409
76.998,3.68139801,-5.15902091,-1.946167238,-14.32385188,-4.593778294
76.9985,3.986592418,-6.074604133,-0.7253896067,-14.93424069,-4.593778294
76.999,2.765814787,-6.684992948,-1.64097283,-14.01865747,-7.950916778
76.9995,0.934648341,-6.684992948,-3.166944868,-12.79787984,-8.866500001
77.0,1.545037156,-6.379798541,-2.251361645,-11.88229661,-7.035333555
77.0005,4.596981233,-5.15902091,1.410971247,-10.05113017,-7.035333555
77.001,6.42814768,-2.107076833,5.07330414,-6.693991684,-7.340527963
77.0015,4.902175641,0.9448672442,8.125248217,-2.116075568,-4.288583886
77.002,1.850231564,2.470839283,10.87199789,0.3254796932,0.899721045
77.0025,1.850231564,0.9448672442,14.83952519,-0.2849091222,3.646470714
77.003,3.68139801,-0.886299202,18.80705249,-3.336853199,3.646470714
77.0035,4.596981233,-0.5811047943,19.4174413,-4.252436422,3.646470714
77.004,3.68139801,1.55525606,14.83952519,-1.810881161,2.730887491
77.0045,2.765814787,3.996811321,6.904470586,0.9358685086,-0.01586217811
77.005,2.46062038,4.607200137,-0.1150007913,1.546257324,-1.541834217
77.0055,0.934648341,3.386422506,-4.082528091,0.9358685086,-0.9314454012
77.006,-0.8965181052,2.470839283,-8.965638615,1.241062916,-1.236639809
77.0065,-1.506906921,2.470839283,-17.20588762,2.156646139,-6.42494474
77.007,-0.2861292898,3.386422506,-27.27730308,2.156646139,-14.66519375
77.0075,0.01906511792,4.302005729,-33.07599682,1.241062916,-18.63272105
77.008,-1.201712513,4.912394544,-31.55002478,0.6306741009,-15.88597138
77.0085,-2.422490144,4.912394544,-23.92016459,1.241062916,-10.08727763
77.009,-2.422490144,4.607200137,-16.2903044,2.767034955,-6.119750332
77.0095,-1.812101328,3.691616914,-12.93316591,5.208590216,-5.509361517
77.01,-1.812101328,2.77603369,-10.79680506,7.039756663,-4.898972701
77.0105,-2.422490144,3.081228098,-5.913694538,7.650145478,-2.45741744
77.011,-3.338073367,3.996811321,0.4953880241,7.039756663,0.2893322296
77.0115,-3.948462182,5.217588952,2.32655447,6.734562255,-1.236639809
77.012,-3.948462182,5.217588952,-0.1150007913,5.818979032,-7.340527963
77.0125,-2.422490144,4.607200137,0.1901936164,2.461840547,-11.30805526
77.013,-0.8965181052,3.996811321,5.988887363,-3.031658792,-8.561305594
77.0135,0.01906511792,3.996811321,6.599276178,-8.52515813,-6.730139148
77.014,0.3242595256,3.081228098,-4.692916907,-13.10307425,-12.22363849
77.0145,2.765814787,0.02928402113,-19.34224848,-17.37579595,-18.02233223
77.015,6.42814768,-3.022660056,-24.53055341,-20.73293444,-12.52883289
77.0155,7.954119718,-3.938243279,-22.39419255,-20.42774003,2.120498676
77.016,6.122953272,-3.022660056,-24.53055341,-16.46021273,12.80230295
77.0165,3.071009195,-2.41227124,-32.1604136,-12.49268543,11.58152531
77.017,2.46062038,-3.633048871,-37.04352412,-10.96671339,6.698414791
77.0175,3.071009195,-5.15902091,-37.34871853,-9.135546946,5.172442753
77.018,2.765814787,-4.853826502,-39.79027379,-6.083602869,2.425693084
77.0185,1.850231564,-3.938243279,-44.0629955,-4.252436422,-4.288583886
77.019,3.071009195,-4.243437687,-35.51755208,-4.252436422,-9.476888817
77.0195,6.122953272,-5.464215317,-1.64097283,-1.810881161,-4.898972701
77.02,6.733342087,-4.853826502,52.37843733,5.513784624,4.867248345
77.0205,3.68139801,-2.107076833,103.6510978,14.36442245,10.36074768
77.021,-0.2861292898,0.9448672442,126.235484,16.80597771,6.088025976
77.0215,-1.506906921,2.470839283,107.6186251,12.533256,-3.373000663
77.022,-0.2861292898,1.860450467,59.70310312,7.650145478,-11.61324967
77.0225,-0.2861292898,0.3344784288,8.430442624,6.124173439,-12.8340273
77.023,-2.727684551,0.02928402113,-25.14094222,6.429367847,-7.340527963
77.0235,-5.779628628,0.6396728365,-37.95910735,6.124173439,-1.541834217
77.024,-7.305600667,1.860450467,-39.79027379,6.429367847,-2.762611847
77.0245,-7.915989482,1.860450467,-44.36818991,6.734562255,-9.782083225
77.025,-10.35754474,0.9448672442,-59.01752148,5.513784624,-13.74961052
