"type","name","time_units","begin_time","frequency","count","units"
"signal","Ultium EMG-EXT.CARP.ULN. RT","s",450.98000,2000,22000,"uV"

"time","value"
450.98000,-6.645642545
450.98050,-8.476808991
450.98100,-7.561225768
450.98150,-7.25603136
450.98200,-10.61316985
450.98250,-14.58069715
450.98300,-15.49628037
450.98350,-12.13914188
450.98400,-6.950836953
450.98450,-2.983309652
450.98500,-2.372920837
450.98550,-4.204087283
450.98600,-5.119670506
450.98650,-2.678115245
450.98700,0.9842176476
450.98750,2.815384094
450.98800,2.815384094
450.98850,3.425772909
450.98900,5.562133763
450.98950,6.782911394
450.99000,5.562133763
450.99050,3.730967317
450.99100,3.730967317
450.99150,4.64655054
450.99200,4.341356132
450.99250,2.815384094
450.99300,2.510189686
450.99350,4.64655054
450.99400,7.698494617
450.99450,9.834855471
450.99500,10.44524429
450.99550,9.224466656
450.99600,5.867328171
450.99650,1.594606463
450.99700,-0.8469487986
450.99750,0.06863442452
450.99800,2.510189686
450.99850,2.815384094
450.99900,0.9842176476
450.99950,0.06863442452
451.00000,0.06863442452
451.00050,-0.5417543909
451.00100,-2.067726429
451.00150,-2.983309652
451.00200,-2.372920837
451.00250,-3.593698468
451.00300,-7.25603136
451.00350,-10.61316985
451.00400,-9.392392214
451.00450,-5.730059322
451.00500,-2.983309652
451.00550,-3.898892876
451.00600,-5.730059322
451.00650,-6.645642545
451.00700,-5.424864914
451.00750,-2.983309652
451.00800,-0.2365599832
451.00850,2.204995278
451.00900,3.425772909
451.00950,3.120578502
451.01000,2.510189686
451.01050,3.730967317
451.01100,6.782911394
451.01150,10.44524429
451.01200,12.88679955
451.01250,12.88679955
451.01300,12.27641073
451.01350,12.27641073
451.01400,12.58160514
451.01450,12.27641073
451.01500,11.0556331
451.01550,9.224466656
451.01600,5.562133763
451.01650,0.3738288322
451.01700,-3.28850406
451.01750,-2.983309652
451.01800,0.6790232399
451.01850,3.425772909
451.01900,0.6790232399
451.01950,-5.424864914
451.02000,-9.087197807
451.02050,-9.087197807
451.02100,-9.697586622
451.02150,-14.27550274
451.02200,-19.46380767
451.02250,-20.37939089
451.02300,-16.41186359
451.02350,-13.05472511
451.02400,-13.05472511
451.02450,-13.35991951
451.02500,-11.22355866
451.02550,-6.950836953
451.02600,-3.898892876
451.02650,-3.593698468
451.02700,-3.593698468
451.02750,-2.372920837
451.02800,0.3738288322
451.02850,3.120578502
451.02900,4.64655054
451.02950,4.951744948
451.03000,5.256939355
451.03050,6.782911394
451.03100,9.224466656
451.03150,10.14004988
451.03200,9.224466656
451.03250,8.003689025
451.03300,8.308883432
451.03350,9.224466656
451.03400,8.919272248
451.03450,8.003689025
451.03500,7.393300209
451.03550,6.172522579
451.03600,4.036161725
451.03650,2.510189686
451.03700,3.425772909
